GPU_ID,CUDA_Cores,Base_Clock_MHz,Boost_Clock_MHz,Memory_Type,Memory_Bandwidth_GBps,RT_Cores,Tensor_Cores
8057,8704,1756,2051,GDDR6X,700.5,0,0
8058,10752,1359,1633,GDDR6X,792.0,47,188
8059,384,2455,2715,GDDR6,482.5,124,496
8060,384,1098,1229,GDDR6,635.0,0,0
8061,8704,1830,2294,GDDR6,606.7,0,0
8062,8704,1042,1147,GDDR6,861.5,0,0
8063,384,1125,1413,GDDR6X,391.2,87,348
8064,1024,2438,2635,HBM2,815.2,51,204
8065,10752,2426,2749,GDDR5,537.3,0,0
8066,10752,2281,2402,GDDR5X,591.6,0,0
8067,8704,1142,1526,GDDR5X,779.1,0,0
8068,7680,1756,2236,GDDR6,317.0,72,288
8069,2048,1456,1874,GDDR6,317.7,0,0
8070,10752,1289,1614,HBM2,347.9,0,0
8071,7680,1237,1694,GDDR5X,636.4,39,156
8072,2048,1473,1578,GDDR6,976.2,0,0
8073,2048,2310,2586,HBM2,967.3,0,0
8074,10752,1758,2212,GDDR6X,523.5,32,128
8075,384,1370,1819,GDDR6,509.9,0,0
8076,8704,1052,1375,GDDR5X,628.0,57,228
8077,4608,1567,1954,GDDR6X,560.1,43,172
8078,10752,1920,2027,GDDR5X,549.0,28,112
8079,7680,1241,1597,GDDR6X,708.3,41,164
8080,7680,1630,1871,GDDR6,377.4,89,356
8081,16384,1762,2130,GDDR5X,439.3,0,0
8082,3584,2309,2635,GDDR6,685.3,0,0
8083,2048,2339,2760,GDDR6,791.1,0,0
8084,3584,2174,2321,GDDR6,788.1,0,0
8085,3584,2322,2746,HBM2,795.8,0,0
8086,1024,1799,2240,GDDR6,228.6,102,408
8087,384,1054,1492,GDDR5,903.7,66,264
8088,10752,2242,2381,GDDR5,674.5,0,0
8089,1408,1263,1374,GDDR5X,926.6,58,232
8090,8704,1656,1854,GDDR5,746.7,28,112
8091,384,1649,1988,GDDR5,849.2,0,0
8092,10752,2115,2392,GDDR5,938.4,59,236
8093,16384,1494,1980,GDDR5,871.9,0,0
8094,384,1758,1910,GDDR6,283.4,0,0
8095,3584,1740,1922,GDDR6X,723.2,73,292
8096,1024,1725,2093,GDDR5,454.4,0,0
8097,1408,1340,1550,HBM2,746.2,0,0
8098,7680,1481,1601,GDDR5X,210.1,121,484
8099,4608,1511,1855,GDDR6X,559.1,0,0
8100,1024,1482,1850,GDDR5X,245.4,68,272
8101,16384,1728,1949,GDDR6X,691.2,120,480
8102,4608,2031,2256,GDDR5,562.9,42,168
8103,2048,2258,2582,GDDR5X,322.2,0,0
8104,7680,1469,1888,GDDR5,371.6,0,0
8105,4608,2018,2192,GDDR5,300.9,24,96
8106,8704,1280,1405,GDDR5,816.6,96,384
8107,3584,1359,1559,HBM2,967.8,97,388
8108,8704,1784,1916,GDDR6X,566.9,24,96
8109,8704,1288,1707,GDDR5X,479.5,0,0
8110,3584,1442,1639,GDDR6,208.8,108,432
8111,1408,2438,2691,HBM2,963.1,0,0
8112,4608,2387,2778,GDDR5,785.6,0,0
8113,2048,2223,2354,GDDR6X,416.8,0,0
8114,1024,1572,1954,HBM2,388.5,0,0
8115,3584,1115,1439,GDDR6,846.0,66,264
8116,10752,2226,2420,GDDR6X,655.4,0,0
8117,7680,2121,2300,GDDR5X,456.0,61,244
8118,10752,2383,2759,GDDR6,713.8,0,0
8119,7680,2365,2532,GDDR6,299.6,115,460
8120,2048,2212,2384,HBM2,244.2,0,0
8121,3584,2433,2773,GDDR5X,914.9,84,336
8122,4608,1247,1694,GDDR6X,351.5,0,0
8123,1408,2062,2311,GDDR6,281.7,94,376
8124,10752,1089,1298,GDDR5,824.1,0,0
8125,10752,1258,1667,HBM2,540.6,70,280
8126,10752,2213,2553,GDDR6,423.4,0,0
8127,1408,2333,2749,HBM2,295.5,59,236
8128,2048,1311,1796,GDDR5,771.0,108,432
8129,8704,2316,2582,GDDR5X,513.3,0,0
8130,2048,1477,1765,GDDR6X,527.1,114,456
8131,1024,2193,2527,GDDR6X,938.9,96,384
8132,8704,1964,2246,GDDR6,346.7,0,0
8133,7680,1208,1641,GDDR6X,314.0,0,0
8134,3584,2247,2541,GDDR5,335.1,82,328
8135,1024,2015,2467,GDDR6X,405.6,0,0
8136,384,2376,2741,GDDR5X,376.8,94,376
8137,2048,1092,1494,GDDR6,515.1,0,0
8138,2048,1063,1552,GDDR6,261.4,0,0
8139,384,1297,1686,GDDR6X,593.4,0,0
8140,4608,1476,1699,HBM2,854.2,21,84
8141,7680,1524,1856,GDDR5X,514.5,0,0
8142,8704,1524,1812,GDDR6X,511.5,51,204
8143,7680,1659,1836,HBM2,640.6,0,0
8144,16384,2470,2627,HBM2,218.6,63,252
8145,4608,2044,2218,GDDR6,369.1,89,356
8146,384,1313,1770,GDDR6,344.8,101,404
8147,1024,1283,1538,GDDR6,588.2,0,0
8148,7680,1945,2188,GDDR5,339.5,104,416
8149,7680,1592,1829,HBM2,718.0,0,0
8150,3584,2443,2744,GDDR6X,223.2,31,124
8151,8704,1750,2059,GDDR6X,474.9,0,0
8152,2048,1475,1962,HBM2,560.7,0,0
8153,3584,1133,1524,GDDR6X,677.7,0,0
8154,7680,1547,1903,GDDR5X,799.3,0,0
8155,16384,2172,2407,HBM2,291.1,106,424
8156,1024,2449,2874,GDDR5X,337.7,0,0
8157,7680,1092,1524,GDDR6X,876.2,0,0
8158,7680,1760,2019,GDDR6X,251.4,53,212
8159,384,1817,1968,GDDR5,671.3,77,308
8160,8704,1276,1456,GDDR5,434.0,0,0
8161,8704,1606,1883,GDDR5,725.2,0,0
8162,10752,2267,2685,GDDR5X,375.8,95,380
8163,8704,1824,1981,HBM2,394.3,78,312
8164,8704,1861,2188,GDDR5,698.5,0,0
8165,3584,1343,1746,GDDR6X,751.7,26,104
8166,8704,2413,2905,GDDR5X,397.1,0,0
8167,8704,1194,1649,HBM2,312.4,73,292
8168,10752,1506,1896,HBM2,966.9,0,0
8169,4608,2093,2487,GDDR5,275.6,0,0
8170,16384,1038,1215,GDDR5X,544.7,0,0
8171,10752,1984,2326,HBM2,511.1,0,0
8172,16384,1233,1453,GDDR6,647.0,0,0
8173,10752,1966,2246,GDDR6,240.6,0,0
8174,4608,1297,1408,GDDR5,483.8,99,396
8175,384,1969,2087,GDDR5,702.9,0,0
8176,384,2224,2492,GDDR6X,263.0,97,388
8177,2048,1860,2240,GDDR5,829.0,0,0
8178,1024,2438,2559,GDDR6X,862.8,74,296
8179,16384,1376,1547,GDDR6X,496.1,0,0
8180,16384,2290,2673,GDDR5X,822.5,55,220
8181,8704,1215,1448,GDDR5,222.7,0,0
8182,4608,1119,1222,GDDR6,293.5,0,0
8183,4608,1757,1908,HBM2,317.6,0,0
8184,384,2460,2842,GDDR5,687.2,0,0
8185,7680,1221,1451,HBM2,262.3,0,0
8186,384,1077,1439,GDDR6X,324.2,0,0
8187,1408,1157,1388,GDDR6X,745.5,0,0
8188,7680,1753,2208,GDDR6X,905.6,78,312
8189,1408,1968,2300,GDDR6X,284.9,0,0
8190,2048,2220,2351,HBM2,866.8,0,0
8191,3584,1957,2093,GDDR5,636.2,0,0
8192,7680,2383,2704,GDDR5,579.0,0,0
8193,2048,2218,2471,GDDR5X,268.7,0,0
8194,16384,1561,1848,GDDR5,741.8,109,436
8195,1024,2466,2888,GDDR6,285.2,66,264
8196,2048,1801,2291,GDDR5X,660.7,0,0
8197,4608,1711,1859,GDDR6,558.0,0,0
8198,384,2162,2330,GDDR6,685.3,75,300
8199,384,1085,1350,HBM2,635.1,0,0
8200,1024,1016,1404,GDDR5X,892.5,0,0
8201,8704,1439,1600,HBM2,926.7,0,0
8202,1024,1370,1487,GDDR6X,838.1,38,152
8203,7680,1958,2375,GDDR5,510.6,0,0
8204,1408,2420,2812,GDDR6X,621.8,0,0
8205,384,2332,2762,GDDR5,311.8,69,276
8206,10752,1650,1782,GDDR6,794.7,0,0
8207,1408,1840,2126,GDDR5X,383.7,22,88
8208,3584,1699,2118,GDDR6,209.2,0,0
8209,1024,1235,1731,HBM2,920.5,62,248
8210,1024,2341,2460,GDDR5X,508.2,74,296
8211,384,1015,1190,GDDR5,517.9,77,308
8212,10752,1585,2006,HBM2,465.8,57,228
8213,8704,2233,2510,GDDR6,928.4,55,220
8214,8704,1248,1379,GDDR6X,527.2,95,380
8215,2048,1087,1208,GDDR6X,792.2,56,224
8216,16384,1311,1710,GDDR6X,862.2,0,0
8217,3584,1053,1479,GDDR6X,268.1,127,508
8218,384,2235,2621,GDDR5,252.6,0,0
8219,1408,1048,1517,HBM2,851.3,0,0
8220,4608,1079,1312,GDDR5,375.0,0,0
8221,4608,1080,1232,GDDR5X,903.7,0,0
8222,3584,2227,2481,GDDR5,311.1,71,284
8223,1024,2471,2941,GDDR5,973.2,36,144
8224,7680,1700,1912,GDDR6X,896.3,0,0
8225,1024,1829,2079,GDDR5X,444.3,77,308
8226,10752,2242,2654,GDDR6X,895.6,0,0
8227,8704,1326,1648,GDDR5X,524.4,108,432
8228,16384,1123,1417,GDDR5X,713.6,47,188
8229,10752,1579,1842,HBM2,223.1,0,0
8230,10752,1684,1973,GDDR6,338.4,102,408
8231,10752,1003,1304,GDDR6,245.4,36,144
8232,10752,1827,2233,GDDR5X,427.9,0,0
8233,10752,1682,2092,GDDR5X,862.3,32,128
8234,1024,1244,1589,HBM2,532.5,98,392
8235,3584,1075,1477,GDDR5X,551.3,0,0
8236,7680,2253,2512,HBM2,633.1,118,472
8237,384,1844,2084,GDDR5,379.5,38,152
8238,384,1822,1939,GDDR5,225.5,96,384
8239,4608,1056,1196,GDDR6X,795.7,0,0
8240,10752,2121,2282,GDDR5X,611.0,62,248
8241,384,2036,2486,GDDR5X,424.0,0,0
8242,384,1718,1986,GDDR6,430.1,26,104
8243,1024,2057,2213,GDDR5,909.0,50,200
8244,3584,1206,1597,HBM2,445.9,0,0
8245,1408,1449,1694,GDDR5,793.6,56,224
8246,1408,1589,1843,GDDR5X,284.5,0,0
8247,1024,2118,2396,GDDR6,407.1,0,0
8248,10752,1741,2168,GDDR5X,609.2,0,0
8249,8704,1900,2264,GDDR6,641.7,0,0
8250,1024,1943,2335,HBM2,515.6,0,0
8251,4608,1080,1416,GDDR5,618.6,55,220
8252,2048,2097,2235,GDDR6,979.1,0,0
8253,3584,1106,1514,HBM2,342.3,101,404
8254,384,2189,2355,HBM2,409.7,84,336
8255,10752,1657,1967,GDDR6,732.7,103,412
8256,1024,2366,2722,GDDR5,913.4,91,364
8257,7680,2252,2582,GDDR6,958.0,0,0
8258,4608,1187,1684,HBM2,837.9,0,0
8259,8704,1306,1779,HBM2,974.9,41,164
8260,1024,1856,2304,GDDR5X,410.7,67,268
8261,384,1810,2024,GDDR5,748.9,36,144
8262,4608,2042,2327,GDDR5X,460.7,61,244
8263,4608,1991,2457,HBM2,567.6,69,276
8264,1408,2290,2456,GDDR6X,304.0,55,220
8265,7680,1341,1538,GDDR5,596.4,0,0
8266,3584,1255,1521,HBM2,506.2,106,424
8267,10752,2086,2261,HBM2,353.3,0,0
8268,10752,2383,2869,GDDR6,639.5,0,0
8269,4608,1840,2083,GDDR6X,597.0,0,0
8270,8704,1125,1365,HBM2,310.6,0,0
8271,10752,1802,2099,GDDR5,838.3,46,184
8272,7680,1776,2165,HBM2,249.8,123,492
8273,4608,1880,2252,GDDR5,796.2,0,0
8274,7680,1896,2322,HBM2,463.8,39,156
8275,3584,1235,1595,GDDR5X,436.3,106,424
8276,4608,1441,1541,GDDR5X,600.7,0,0
8277,1408,1424,1599,HBM2,614.8,71,284
8278,384,1594,1820,GDDR6,706.2,0,0
8279,4608,1095,1415,GDDR5X,580.2,0,0
8280,3584,1947,2398,GDDR6X,652.8,0,0
8281,3584,1128,1428,HBM2,271.0,118,472
8282,1024,2467,2622,GDDR6,605.4,0,0
8283,2048,1794,2208,GDDR5,556.9,97,388
8284,1024,1910,2246,GDDR5X,586.3,119,476
8285,384,2059,2419,GDDR6X,317.9,0,0
8286,2048,1012,1497,GDDR5,335.1,23,92
8287,16384,1780,1932,GDDR6X,640.0,67,268
8288,10752,2169,2374,GDDR5,520.1,90,360
8289,16384,2316,2435,GDDR5X,708.9,0,0
8290,1408,2115,2394,HBM2,579.2,29,116
8291,1408,2453,2619,GDDR5X,228.3,0,0
8292,1408,2146,2340,GDDR6,302.5,44,176
8293,1408,1294,1628,GDDR5X,586.6,22,88
8294,1408,2320,2474,GDDR6X,656.9,0,0
8295,1408,1252,1543,HBM2,606.9,0,0
8296,16384,1298,1583,GDDR6X,242.7,0,0
8297,7680,1512,1891,HBM2,708.5,69,276
8298,4608,1604,1980,GDDR5,925.6,80,320
8299,7680,1639,1787,GDDR5,271.1,0,0
8300,7680,1534,1696,HBM2,556.3,0,0
8301,10752,1253,1552,GDDR6X,643.8,36,144
8302,1024,1770,2101,GDDR5X,428.5,0,0
8303,8704,1710,2081,GDDR5X,433.1,48,192
8304,16384,2302,2513,GDDR6,490.2,48,192
8305,384,2235,2618,GDDR6X,390.4,0,0
8306,1408,1500,1842,HBM2,492.7,65,260
8307,8704,1969,2384,GDDR5,826.8,0,0
8308,16384,2486,2657,GDDR6,766.9,97,388
8309,16384,1078,1553,HBM2,903.6,57,228
8310,3584,1741,1947,GDDR6X,698.1,114,456
8311,4608,2380,2687,GDDR5,747.5,0,0
8312,384,2480,2888,HBM2,358.4,66,264
8313,7680,1735,1964,GDDR6X,358.0,0,0
8314,16384,2423,2625,GDDR5,772.5,0,0
8315,16384,1116,1464,GDDR6X,554.4,51,204
8316,384,1103,1377,GDDR6,335.7,115,460
8317,2048,1439,1837,GDDR6X,669.2,0,0
8318,3584,1045,1324,GDDR6X,899.2,124,496
8319,3584,2493,2946,GDDR5,451.6,97,388
8320,1024,1027,1414,GDDR6X,853.8,39,156
8321,3584,1641,2093,GDDR6X,903.1,76,304
8322,1408,1890,2337,GDDR6X,352.1,0,0
8323,16384,2136,2443,HBM2,204.5,0,0
8324,16384,1663,1965,GDDR5X,331.3,65,260
8325,16384,1738,1951,GDDR6X,322.7,0,0
8326,1408,2485,2681,GDDR6,611.4,73,292
8327,10752,2324,2635,GDDR5,820.5,58,232
8328,1408,1113,1315,GDDR6X,826.9,0,0
8329,10752,1624,1844,GDDR5X,698.4,43,172
8330,1024,1478,1629,GDDR6,781.2,86,344
8331,384,1552,2010,GDDR5,468.4,36,144
8332,7680,2041,2164,GDDR6X,847.5,84,336
8333,4608,2378,2641,GDDR6,512.3,27,108
8334,2048,1373,1754,HBM2,939.8,0,0
8335,7680,2266,2510,GDDR5,724.8,0,0
8336,1024,1342,1535,GDDR5,205.9,0,0
8337,4608,2296,2562,HBM2,371.7,0,0
8338,1024,1985,2305,GDDR6X,910.1,0,0
8339,3584,1124,1269,GDDR6X,271.5,0,0
8340,16384,1335,1761,GDDR5,966.7,0,0
8341,3584,1509,1804,HBM2,905.0,71,284
8342,1024,2143,2445,GDDR5X,717.1,0,0
8343,2048,1243,1346,GDDR5,923.8,52,208
8344,3584,1977,2352,GDDR5,431.0,0,0
8345,1408,1970,2358,GDDR5X,771.5,85,340
8346,8704,2118,2321,GDDR6X,894.3,0,0
8347,4608,2080,2218,GDDR5,962.7,0,0
8348,3584,1005,1403,HBM2,226.7,0,0
8349,10752,1429,1749,GDDR6X,972.8,0,0
8350,4608,1844,2054,HBM2,813.1,0,0
8351,7680,1515,1778,GDDR6X,391.5,0,0
8352,7680,1673,2017,GDDR6X,451.0,35,140
8353,4608,2070,2563,GDDR5,414.9,0,0
8354,16384,1601,1772,GDDR6,926.1,93,372
8355,16384,2015,2341,GDDR6X,510.5,0,0
8356,384,1614,1943,GDDR5X,918.1,0,0
8357,384,2058,2203,GDDR5X,481.1,0,0
8358,8704,1260,1558,GDDR5,992.6,126,504
8359,4608,1725,1901,GDDR6X,390.2,72,288
8360,384,1051,1474,GDDR5,287.0,84,336
8361,4608,2130,2464,GDDR6X,298.3,0,0
8362,1408,1987,2459,GDDR6X,353.5,0,0
8363,7680,1408,1575,GDDR6X,265.6,29,116
8364,8704,1038,1231,GDDR6X,964.5,0,0
8365,8704,1143,1323,GDDR5,751.2,0,0
8366,3584,1937,2186,GDDR5X,322.2,0,0
8367,3584,1914,2128,GDDR5X,381.8,0,0
8368,3584,1180,1458,GDDR5X,728.8,0,0
8369,1024,1772,2034,HBM2,687.3,0,0
8370,10752,2102,2316,HBM2,568.4,21,84
8371,4608,2146,2479,GDDR5X,744.7,0,0
8372,10752,1130,1241,GDDR6X,298.5,0,0
8373,1024,2334,2739,GDDR6X,891.2,25,100
8374,16384,1943,2301,GDDR6,927.8,0,0
8375,7680,1754,1964,GDDR6X,448.1,99,396
8376,10752,1723,2040,HBM2,869.0,0,0
8377,4608,1942,2311,GDDR5,226.1,74,296
8378,16384,2257,2629,GDDR5,318.6,0,0
8379,8704,2230,2386,HBM2,453.7,84,336
8380,2048,1312,1682,GDDR6,294.2,0,0
8381,384,1286,1506,HBM2,933.7,0,0
8382,3584,1456,1689,GDDR5X,593.3,0,0
8383,7680,1604,2100,GDDR6X,933.9,43,172
8384,384,1371,1825,GDDR6,649.9,100,400
8385,7680,2106,2551,GDDR6X,918.4,0,0
8386,1024,2432,2813,GDDR6,641.5,113,452
8387,8704,1547,1976,GDDR5X,259.9,59,236
8388,7680,1499,1674,GDDR6,903.4,77,308
8389,4608,1752,2206,GDDR6,276.4,37,148
8390,384,2086,2466,GDDR5X,424.8,77,308
8391,384,1893,2253,GDDR6X,731.8,69,276
8392,3584,1250,1568,GDDR6X,809.2,112,448
8393,2048,2397,2651,HBM2,712.3,33,132
8394,7680,1575,1857,GDDR5,216.7,110,440
8395,1408,1425,1851,GDDR6,428.1,74,296
8396,2048,1586,1725,GDDR5,666.7,82,328
8397,16384,2077,2281,GDDR6X,867.3,0,0
8398,384,2199,2540,GDDR5,292.1,0,0
8399,1408,1837,2336,GDDR6X,284.4,0,0
8400,8704,1667,1914,GDDR6X,348.6,97,388
8401,16384,2056,2449,HBM2,685.3,0,0
8402,10752,2011,2201,GDDR5,449.2,0,0
8403,7680,1135,1309,GDDR6X,543.4,77,308
8404,7680,1663,1908,GDDR6,229.1,0,0
8405,8704,1459,1655,HBM2,301.4,21,84
8406,7680,1237,1466,GDDR5,713.2,0,0
8407,4608,1802,2139,GDDR6,739.0,43,172
8408,8704,1651,1951,HBM2,318.8,0,0
8409,16384,1209,1449,HBM2,674.0,0,0
8410,10752,2460,2745,GDDR6,250.2,0,0
8411,2048,1794,2215,GDDR6,714.3,0,0
8412,2048,1846,2207,GDDR6,782.5,0,0
8413,384,1800,1925,GDDR5X,309.8,66,264
8414,8704,1753,2097,GDDR5X,370.8,72,288
8415,8704,2267,2470,GDDR5,266.1,0,0
8416,2048,1603,1714,GDDR6X,229.5,0,0
8417,1408,1527,1919,GDDR6X,664.1,0,0
8418,10752,1986,2354,GDDR6X,679.1,81,324
8419,16384,1753,1871,GDDR6,277.5,0,0
8420,10752,1131,1576,GDDR5X,262.5,35,140
8421,4608,1947,2159,GDDR6,268.4,0,0
8422,1024,1647,1861,HBM2,733.5,0,0
8423,8704,1453,1733,GDDR6X,406.1,0,0
8424,4608,1312,1458,GDDR6X,426.6,0,0
8425,16384,1098,1423,GDDR6X,491.3,0,0
8426,2048,2290,2465,HBM2,558.2,64,256
8427,16384,1668,2054,GDDR5,220.2,38,152
8428,4608,1348,1774,GDDR5,243.7,118,472
8429,10752,1170,1374,GDDR5,612.7,34,136
8430,16384,2487,2597,GDDR5X,755.3,0,0
8431,4608,1430,1736,HBM2,431.4,0,0
8432,7680,2391,2550,GDDR5X,581.9,104,416
8433,7680,1364,1501,HBM2,879.8,40,160
8434,384,1104,1323,GDDR5,464.9,108,432
8435,3584,2299,2730,GDDR5,598.2,51,204
8436,4608,2156,2608,GDDR6X,708.7,0,0
8437,4608,2049,2329,GDDR6,668.9,72,288
8438,384,1143,1263,GDDR6,900.4,0,0
8439,4608,1559,1834,GDDR6X,721.8,0,0
8440,8704,2420,2597,HBM2,296.6,0,0
8441,1408,1642,1887,HBM2,720.4,119,476
8442,1408,1383,1488,GDDR6,662.3,0,0
8443,2048,1196,1365,GDDR5,909.0,0,0
8444,4608,1840,2314,HBM2,425.8,84,336
8445,16384,1195,1583,GDDR5X,259.3,53,212
8446,7680,1392,1678,GDDR5X,263.9,0,0
8447,8704,1808,2281,GDDR6X,926.2,90,360
8448,4608,2192,2410,GDDR5X,990.4,71,284
8449,8704,2328,2659,GDDR5,230.6,54,216
8450,4608,1105,1533,GDDR6X,692.2,0,0
8451,2048,1158,1612,GDDR6,556.7,0,0
8452,7680,1419,1637,GDDR5,380.1,115,460
8453,16384,2293,2486,HBM2,814.4,0,0
8454,8704,2267,2411,GDDR5X,683.9,0,0
8455,1408,1997,2285,GDDR6X,364.5,0,0
8456,8704,2437,2889,HBM2,269.0,0,0
8457,1024,2155,2399,GDDR6X,274.6,0,0
8458,8704,2234,2347,GDDR5X,317.4,24,96
8459,1408,2458,2876,GDDR6,705.6,68,272
8460,3584,1958,2124,GDDR5,820.7,0,0
8461,1024,1531,1938,HBM2,865.0,86,344
8462,8704,1906,2127,GDDR5X,698.2,100,400
8463,8704,2499,2950,GDDR6X,866.8,48,192
8464,2048,1183,1441,GDDR6,247.5,69,276
8465,2048,1786,2169,HBM2,535.6,31,124
8466,2048,2141,2480,GDDR6X,667.5,44,176
8467,2048,1764,2052,HBM2,929.9,0,0
8468,8704,1228,1413,GDDR5,861.3,0,0
8469,4608,2474,2807,HBM2,637.0,0,0
8470,16384,1656,2058,HBM2,795.2,0,0
8471,3584,1366,1846,GDDR5X,817.6,0,0
8472,1408,1893,2319,GDDR5X,286.2,38,152
8473,3584,2311,2798,GDDR5X,495.5,0,0
8474,7680,2375,2708,HBM2,248.1,94,376
8475,1408,1823,2256,GDDR5,896.3,0,0
8476,1024,1420,1592,GDDR5,888.5,0,0
8477,8704,1507,1994,HBM2,370.8,46,184
8478,10752,1262,1728,GDDR6,504.0,0,0
8479,384,1991,2447,GDDR6,983.1,0,0
8480,10752,1625,1820,GDDR5X,291.0,0,0
8481,7680,1890,2265,GDDR6,332.8,0,0
8482,3584,1133,1259,GDDR6,467.3,73,292
8483,384,1832,1940,GDDR6,214.2,105,420
8484,10752,1503,1688,GDDR6,631.1,97,388
8485,16384,1661,1975,GDDR6X,517.8,0,0
8486,4608,2437,2783,HBM2,868.6,53,212
8487,1024,2485,2984,GDDR6,910.9,80,320
8488,384,2162,2544,GDDR6X,730.3,82,328
8489,10752,1058,1238,GDDR5X,410.0,0,0
8490,10752,1186,1684,GDDR6,210.2,0,0
8491,384,2335,2613,GDDR6,935.7,0,0
8492,10752,1647,1866,HBM2,946.4,112,448
8493,1024,1940,2227,GDDR5X,627.0,0,0
8494,7680,2245,2658,HBM2,945.4,63,252
8495,1408,1505,1807,HBM2,421.7,108,432
8496,4608,2107,2219,GDDR5X,961.3,55,220
8497,10752,1355,1780,GDDR5,381.6,45,180
8498,8704,2457,2626,GDDR5X,565.7,0,0
8499,4608,1035,1391,GDDR6X,245.3,74,296
8500,8704,1831,1965,GDDR5,519.4,59,236
8501,7680,2267,2387,GDDR5X,974.2,92,368
8502,8704,1151,1516,GDDR5X,452.2,0,0
8503,8704,2500,2915,GDDR6X,638.4,0,0
8504,2048,1666,1803,GDDR6X,830.1,124,496
8505,1408,1371,1509,GDDR5X,470.9,62,248
8506,8704,1582,2038,GDDR5,777.5,29,116
8507,16384,1128,1386,GDDR6,728.1,0,0
8508,2048,1152,1385,HBM2,953.9,54,216
8509,10752,1067,1267,GDDR6,359.2,94,376
8510,2048,1505,1987,GDDR5,460.4,0,0
8511,4608,1325,1723,GDDR5X,772.2,0,0
8512,1024,1211,1472,GDDR6X,381.0,22,88
8513,2048,1731,1847,GDDR5X,491.4,0,0
8514,384,2222,2703,GDDR6,374.0,38,152
8515,2048,1315,1452,GDDR6X,230.8,81,324
8516,7680,2075,2392,GDDR6X,561.0,0,0
8517,2048,2159,2573,GDDR6X,590.8,0,0
8518,1408,1322,1488,HBM2,879.1,20,80
8519,1024,1854,2082,GDDR6X,556.5,0,0
8520,1024,1625,1794,GDDR5,219.6,0,0
8521,4608,1070,1171,HBM2,521.7,0,0
8522,1408,1244,1523,GDDR5,236.3,42,168
8523,2048,1271,1506,GDDR6X,726.6,70,280
8524,7680,1011,1182,HBM2,727.9,102,408
8525,7680,1630,1851,GDDR5,875.8,0,0
8526,2048,1806,2216,GDDR6X,494.5,77,308
8527,16384,1174,1562,HBM2,828.3,100,400
8528,3584,1391,1839,GDDR5,827.2,0,0
8529,8704,2393,2505,GDDR6X,450.9,0,0
8530,7680,1301,1411,GDDR6X,668.0,99,396
8531,10752,2236,2692,GDDR6,324.1,39,156
8532,10752,2496,2936,HBM2,711.0,0,0
8533,2048,2332,2537,HBM2,976.1,102,408
8534,4608,1462,1691,GDDR6,476.4,0,0
8535,10752,2340,2600,GDDR6X,498.7,38,152
8536,4608,1844,2178,GDDR6X,521.4,62,248
8537,16384,1535,1978,GDDR5,540.0,0,0
8538,8704,2494,2958,HBM2,664.7,0,0
8539,7680,2213,2377,HBM2,506.6,96,384
8540,2048,1334,1440,GDDR5X,478.8,117,468
8541,4608,1182,1529,GDDR5X,876.9,0,0
8542,7680,1810,2050,GDDR5,851.5,0,0
8543,1408,1930,2219,GDDR6X,627.2,0,0
8544,3584,1197,1397,GDDR6,693.3,0,0
8545,10752,1377,1487,GDDR5,500.7,0,0
8546,2048,2160,2576,GDDR5,754.0,0,0
8547,1408,1950,2427,GDDR5,705.9,0,0
8548,2048,1808,2027,GDDR6,221.5,0,0
8549,4608,2483,2736,HBM2,613.3,0,0
8550,10752,2298,2519,GDDR6X,528.1,0,0
8551,10752,1422,1634,GDDR5X,751.9,0,0
8552,1408,1269,1752,GDDR6,679.1,115,460
8553,1408,1321,1674,GDDR5X,792.9,48,192
8554,16384,2412,2667,GDDR5,304.6,0,0
8555,2048,2086,2405,GDDR5X,327.8,61,244
8556,4608,1803,2052,GDDR5,248.4,45,180
8557,7680,1176,1370,GDDR5,846.7,0,0
8558,7680,1797,2269,GDDR6X,377.6,128,512
8559,7680,1474,1665,HBM2,380.8,0,0
8560,1024,1646,2130,HBM2,442.4,92,368
8561,10752,1981,2260,GDDR6,615.4,0,0
8562,7680,2129,2423,GDDR5X,877.4,57,228
8563,4608,2377,2777,GDDR6X,287.1,0,0
8564,2048,1440,1911,GDDR5X,357.6,112,448
8565,3584,2334,2751,GDDR6,964.8,0,0
8566,384,1292,1442,GDDR6X,516.8,0,0
8567,1408,2181,2667,HBM2,239.8,110,440
8568,8704,1257,1689,HBM2,867.9,120,480
8569,7680,1794,2211,GDDR6,859.4,0,0
8570,10752,1377,1568,GDDR5X,355.5,38,152
8571,2048,1836,2259,GDDR6X,740.1,103,412
8572,7680,2114,2293,GDDR5X,939.1,98,392
8573,4608,2495,2977,GDDR6,244.6,0,0
8574,2048,2473,2593,GDDR5X,307.5,0,0
8575,7680,1492,1739,GDDR6,910.0,113,452
8576,16384,2412,2645,GDDR6,396.3,86,344
8577,1408,1951,2103,GDDR5,328.7,49,196
8578,7680,1209,1556,GDDR5X,553.9,0,0
8579,4608,1047,1368,GDDR6X,276.9,111,444
8580,384,2008,2154,GDDR6X,540.7,112,448
8581,384,1694,2153,GDDR6X,928.3,89,356
8582,16384,1433,1612,HBM2,911.4,74,296
8583,1024,1357,1705,HBM2,684.7,0,0
8584,1408,1843,2189,GDDR5X,273.3,0,0
8585,10752,1688,2051,GDDR6,566.6,74,296
8586,7680,1577,1912,GDDR6X,595.1,0,0
8587,16384,2066,2300,GDDR5,704.0,0,0
8588,1024,1209,1594,GDDR5X,213.6,0,0
