chicken_id,breed_id,farm_id,farmer_id,gender,hatch_date,age_days,weight_kg,height_cm,production_type,health_status,vaccination_status,egg_production_weekly,province,feed_type_id,market_value
1658,3,170,45,Male,12/21/2023,11,4.36,27.2,Ornamental,Under Treatment,Complete,3,Kalimantan Selatan,1,127800
1659,1,58,84,Female,6/1/2023,214,4.49,68.2,Dual Purpose,Healthy,Complete,4,Jawa Barat,8,36718
1660,8,52,42,Female,4/23/2023,253,3.22,38.2,Ornamental,Recovered,Partial,0,Sumatera Utara,4,79871
1661,4,36,26,Male,12/13/2023,19,2.01,45.7,Egg,Recovered,Partial,7,Jawa Timur,8,103544
1662,7,186,49,Female,10/11/2023,82,3.3,26.1,Meat,Healthy,Complete,0,Banten,5,82688
1663,10,22,64,Male,8/20/2023,134,1.28,45.4,Fighting,Healthy,None,7,Sumatera Utara,8,92825
1664,1,15,72,Male,6/27/2023,188,1.16,48.2,Meat,Minor Issues,None,0,Sulawesi Selatan,6,145719
1665,9,45,77,Female,11/23/2023,39,1.26,58.4,Ornamental,Under Treatment,Partial,4,Jawa Barat,2,97105
1666,7,11,74,Male,8/2/2022,517,2.49,68.3,Dual Purpose,Minor Issues,Complete,0,Bali,6,139081
1667,9,52,93,Female,4/30/2022,611,2.03,34.3,Dual Purpose,Minor Issues,Partial,0,Kalimantan Selatan,5,116155
1668,9,65,23,Male,5/22/2023,224,3.5,37.2,Meat,Recovered,Partial,0,Banten,7,101281
1669,15,63,96,Male,5/22/2023,224,2.71,44.9,Egg,Minor Issues,Partial,4,Banten,2,94207
1670,14,65,87,Female,12/31/2023,1,0.98,48.6,Ornamental,Recovered,None,7,Kalimantan Selatan,3,27077
1671,10,49,79,Male,7/16/2023,169,2.82,62.4,Fighting,Recovered,Partial,7,Sulawesi Selatan,1,77820
1672,13,36,20,Female,10/15/2022,443,3.73,65.8,Egg,Recovered,None,0,Bali,6,30527
1673,9,128,55,Female,11/9/2023,53,2.96,56.7,Dual Purpose,Healthy,Partial,1,Bali,8,89792
1674,6,146,18,Male,5/25/2022,586,3.72,58.3,Dual Purpose,Healthy,None,0,Kalimantan Selatan,6,89782
1675,10,2,29,Male,11/12/2022,415,4.05,30.7,Dual Purpose,Minor Issues,Complete,0,Sulawesi Selatan,8,126548
1676,8,171,93,Female,9/20/2022,468,3.42,38,Fighting,Healthy,Complete,0,Banten,3,57330
1677,12,40,98,Female,4/14/2022,627,2.13,28.3,Egg,Under Treatment,Complete,5,DI Yogyakarta,3,108198
1678,13,78,25,Female,11/30/2023,32,4.46,36.1,Meat,Under Treatment,Complete,1,Sulawesi Selatan,1,76878
1679,1,194,36,Female,11/27/2023,35,1.6,64.9,Egg,Under Treatment,None,0,Lampung,8,149256
1680,3,49,65,Male,12/8/2023,24,3.92,33,Ornamental,Under Treatment,None,0,Bali,5,45511
1681,2,42,51,Male,12/28/2023,4,3.91,67.6,Dual Purpose,Minor Issues,Complete,0,Jawa Tengah,4,90447
1682,10,37,45,Female,3/3/2023,304,3.74,66.9,Fighting,Minor Issues,None,5,Sumatera Utara,2,85256
1683,14,183,26,Male,7/12/2023,173,2.85,65,Egg,Recovered,None,0,Lampung,6,105737
1684,11,121,52,Male,9/14/2022,474,3.75,64.8,Dual Purpose,Healthy,Complete,0,Banten,2,105362
1685,3,198,92,Male,8/1/2023,153,0.87,37.6,Dual Purpose,Recovered,None,0,Sumatera Utara,2,109932
1686,5,85,42,Female,10/27/2022,431,3.88,32.5,Fighting,Healthy,None,3,Banten,7,51530
1687,5,57,8,Female,7/5/2022,545,3.7,28.7,Fighting,Under Treatment,Partial,2,Jawa Barat,3,42815
1688,7,174,93,Female,3/24/2022,648,4.13,40.7,Ornamental,Recovered,Partial,0,Banten,1,40718
1689,2,78,91,Female,2/1/2023,334,4.21,49.5,Ornamental,Recovered,Partial,6,Banten,8,141089
1690,7,173,42,Male,6/15/2023,200,3.71,65,Ornamental,Minor Issues,None,0,Kalimantan Selatan,6,64207
1691,5,117,23,Female,5/4/2022,607,3.16,68.1,Meat,Recovered,Complete,0,Sulawesi Selatan,2,61599
1692,13,103,9,Female,8/11/2023,143,2.47,58.6,Fighting,Recovered,Complete,0,Jawa Barat,8,148502
1693,7,109,68,Male,6/15/2022,565,4.21,29.1,Ornamental,Healthy,None,0,Jawa Timur,8,79971
1694,2,148,45,Male,4/15/2022,626,2.05,64.5,Ornamental,Minor Issues,None,1,Lampung,7,121390
1695,12,174,80,Male,1/23/2022,708,3.61,49.4,Dual Purpose,Minor Issues,Partial,0,Lampung,2,71285
1696,13,157,85,Male,12/30/2023,2,1.33,29.4,Ornamental,Healthy,Complete,2,DI Yogyakarta,5,126618
1697,10,153,22,Female,10/23/2023,70,2.29,67.6,Fighting,Recovered,None,3,Lampung,2,68522
1698,12,46,34,Male,5/26/2023,220,1.41,56.7,Dual Purpose,Healthy,Complete,4,Banten,6,124222
1699,11,113,65,Female,4/13/2022,628,4.22,43.3,Dual Purpose,Recovered,None,0,Jawa Timur,6,78979
1700,9,83,67,Male,8/11/2022,508,2.28,44.4,Meat,Under Treatment,None,0,Sulawesi Selatan,4,144131
1701,4,46,16,Female,11/3/2022,424,3.06,63.6,Meat,Healthy,None,0,Jawa Tengah,7,86167
1702,12,113,75,Male,3/2/2023,305,1.71,28,Meat,Under Treatment,Complete,0,Sumatera Utara,2,33752
1703,3,154,97,Female,8/8/2022,511,4.37,26.5,Meat,Recovered,Partial,0,Kalimantan Selatan,2,32859
1704,4,78,35,Female,2/5/2023,330,1.55,69.5,Dual Purpose,Minor Issues,Partial,0,Sumatera Utara,5,84929
1705,14,85,97,Female,3/23/2023,284,1,65.9,Ornamental,Minor Issues,Partial,7,Kalimantan Selatan,7,56423
1706,13,120,75,Male,3/22/2023,285,1.87,61.7,Fighting,Recovered,Partial,0,Sumatera Utara,3,87829
1707,13,21,43,Male,1/1/2024,1,4.02,30.1,Fighting,Healthy,Complete,0,Jawa Tengah,7,34812
1708,6,75,11,Male,5/5/2023,241,1.99,67.7,Dual Purpose,Minor Issues,Partial,0,Bali,7,71639
1709,6,163,82,Female,1/8/2023,358,3.75,27.8,Egg,Healthy,Partial,5,Kalimantan Selatan,2,78440
1710,14,16,29,Male,7/6/2022,544,1.57,35,Egg,Minor Issues,None,6,Sumatera Utara,1,27860
1711,10,129,14,Male,4/25/2023,251,0.93,30.1,Dual Purpose,Healthy,Partial,2,Jawa Barat,4,130132
1712,2,84,20,Female,7/26/2023,159,1.45,64.6,Fighting,Healthy,Partial,3,Bali,7,141800
1713,5,183,71,Male,9/30/2023,93,3.84,27.8,Dual Purpose,Recovered,Partial,2,Jawa Tengah,1,146049
1714,5,34,11,Male,11/4/2023,58,2.1,33.1,Fighting,Under Treatment,None,0,Jawa Barat,7,107886
1715,3,48,50,Female,2/7/2022,693,1.53,27.1,Ornamental,Healthy,Partial,6,Jawa Tengah,5,143346
1716,14,137,48,Male,2/17/2022,683,3.16,34.8,Fighting,Healthy,Complete,1,Jawa Tengah,4,38164
1717,13,116,71,Female,1/18/2022,713,2.16,32.6,Fighting,Recovered,None,7,Banten,1,106367
1718,9,26,2,Male,3/9/2022,663,2.63,35.9,Egg,Recovered,Complete,0,Kalimantan Selatan,3,59860
1719,15,21,94,Female,11/7/2023,55,2.09,35,Fighting,Healthy,Complete,0,Bali,8,119937
1720,6,164,62,Male,9/7/2023,116,3.09,51.6,Egg,Recovered,Partial,3,Banten,1,115813
1721,4,160,95,Male,1/9/2022,722,4.08,68.9,Fighting,Healthy,Partial,0,Kalimantan Selatan,1,63999
1722,11,178,30,Male,8/5/2023,149,1.99,43.7,Egg,Healthy,Partial,0,Lampung,8,40637
1723,13,5,15,Male,4/7/2023,269,1.49,66.1,Dual Purpose,Under Treatment,Complete,0,DI Yogyakarta,2,72245
1724,4,53,61,Female,1/7/2022,724,4.31,29.1,Dual Purpose,Recovered,Partial,4,DI Yogyakarta,2,60349
1725,14,170,94,Female,2/15/2023,320,1.82,54.5,Dual Purpose,Under Treatment,Complete,0,Jawa Tengah,5,135257
1726,12,190,3,Female,12/28/2022,369,0.93,60,Egg,Under Treatment,Complete,0,Jawa Tengah,8,138238
1727,14,136,97,Male,12/2/2023,30,3.3,68.5,Dual Purpose,Under Treatment,Partial,5,Jawa Timur,1,58743
1728,9,61,17,Male,12/7/2023,25,3.63,44.1,Fighting,Healthy,Partial,0,Sulawesi Selatan,4,147968
1729,15,28,42,Male,10/30/2023,63,1.45,63.7,Fighting,Healthy,Complete,0,Bali,3,82879
1730,5,131,18,Female,6/20/2022,560,1.85,64.2,Dual Purpose,Healthy,None,4,Bali,7,135401
1731,6,140,96,Female,8/25/2023,129,4.04,44.9,Meat,Healthy,Partial,5,Lampung,5,64224
1732,1,186,2,Male,11/4/2023,58,3.69,40.4,Fighting,Recovered,Partial,4,Sulawesi Selatan,7,135105
1733,9,72,70,Male,3/25/2022,647,3.53,51.8,Fighting,Healthy,Partial,0,Sumatera Utara,1,79063
1734,15,136,87,Female,11/10/2022,417,3.83,60.3,Ornamental,Recovered,None,0,Sulawesi Selatan,4,138210
1735,3,132,86,Female,9/6/2022,482,0.94,33.2,Dual Purpose,Recovered,None,5,Bali,7,68007
1736,9,60,10,Male,9/20/2023,103,1.55,67,Egg,Healthy,Complete,0,Kalimantan Selatan,8,56080
1737,6,41,19,Male,4/12/2023,264,2.4,59.5,Dual Purpose,Under Treatment,Partial,6,Jawa Tengah,2,129126
1738,1,41,59,Female,11/23/2022,404,1.01,26.7,Ornamental,Healthy,Partial,1,Lampung,6,109139
1739,9,158,2,Female,11/22/2022,405,4.25,46.8,Meat,Minor Issues,Partial,0,Jawa Timur,5,83690
1740,15,124,25,Male,8/6/2022,513,1.68,50.8,Egg,Healthy,Partial,0,Lampung,5,117653
1741,14,144,25,Female,4/24/2022,617,2.39,54.9,Meat,Healthy,Complete,7,Kalimantan Selatan,1,141440
1742,10,119,88,Female,3/9/2023,298,4.4,26.2,Fighting,Recovered,Complete,1,Sulawesi Selatan,4,66929
1743,12,143,26,Female,7/22/2023,163,1.02,30.8,Meat,Minor Issues,Complete,4,Lampung,8,89949
1744,10,16,74,Male,5/17/2023,229,2.12,31.1,Fighting,Recovered,Partial,2,Jawa Tengah,1,116570
1745,6,23,6,Female,10/30/2022,428,1.27,66.4,Meat,Healthy,None,4,Banten,3,124845
1746,15,194,56,Male,4/21/2023,255,1.32,55.1,Egg,Recovered,None,0,DI Yogyakarta,7,60095
1747,5,165,48,Female,10/21/2022,437,3.87,54.9,Meat,Recovered,Partial,7,Bali,4,94805
1748,6,22,8,Male,3/6/2023,301,2.12,26.5,Dual Purpose,Under Treatment,Complete,0,Sumatera Utara,3,26207
1749,2,104,15,Female,8/3/2023,151,2.3,31.6,Dual Purpose,Under Treatment,Complete,2,DI Yogyakarta,1,104315
1750,12,71,76,Female,8/7/2022,512,1.74,50.4,Meat,Minor Issues,Complete,0,DI Yogyakarta,7,56322
1751,10,179,64,Male,5/25/2022,586,2.69,51.2,Egg,Recovered,Complete,0,Jawa Timur,3,89068
1752,10,170,97,Female,4/17/2022,624,3.76,55.5,Ornamental,Recovered,None,0,Jawa Timur,7,145869
1753,3,129,61,Male,2/1/2023,334,2.49,48.8,Ornamental,Under Treatment,Complete,0,Jawa Timur,5,112896
1754,6,127,51,Female,5/30/2022,581,1.2,59.6,Meat,Minor Issues,None,0,Jawa Timur,3,97631
1755,11,142,8,Male,2/23/2022,677,1.85,64.2,Meat,Recovered,Complete,0,Jawa Tengah,5,103247
1756,1,82,38,Female,2/27/2023,308,0.92,39.5,Fighting,Recovered,Complete,0,Banten,8,133490
1757,8,125,95,Male,9/6/2022,482,1.75,44.7,Meat,Under Treatment,Partial,2,Jawa Tengah,1,43031
1758,3,76,59,Female,10/25/2023,68,2.89,69.8,Ornamental,Minor Issues,Partial,0,Jawa Timur,8,74588
1759,14,136,8,Male,1/11/2023,355,2.57,28.6,Meat,Minor Issues,None,2,Lampung,5,141770
1760,2,78,15,Female,2/17/2023,318,3.1,31.3,Meat,Healthy,Complete,7,Bali,5,121597
1761,11,33,14,Female,5/18/2022,593,4.32,67.7,Meat,Minor Issues,Complete,0,Banten,6,81474
1762,15,66,73,Male,9/7/2023,116,2.69,33.3,Egg,Healthy,Complete,0,Jawa Tengah,3,27494
1763,13,38,56,Male,7/3/2023,182,2.76,26,Fighting,Healthy,Partial,0,Jawa Barat,6,45414
1764,15,178,20,Male,1/10/2022,721,2.86,38.7,Egg,Healthy,None,1,Kalimantan Selatan,4,25711
1765,2,146,4,Male,5/11/2022,600,2.29,29.3,Egg,Minor Issues,Complete,0,Bali,2,138168
1766,10,151,13,Female,2/27/2022,673,3.27,32.1,Fighting,Minor Issues,Complete,0,Sulawesi Selatan,7,103300
1767,11,200,53,Male,4/23/2023,253,2.48,60.1,Meat,Recovered,Partial,5,Sulawesi Selatan,7,55298
1768,6,174,48,Female,1/6/2023,360,2.31,37.7,Egg,Under Treatment,None,6,DI Yogyakarta,5,137213
1769,3,151,89,Female,4/9/2023,267,2.67,63.5,Egg,Under Treatment,Partial,0,Jawa Barat,6,105398
1770,3,163,61,Female,3/13/2023,294,3.38,67.7,Ornamental,Under Treatment,None,0,Jawa Barat,6,91748
1771,11,174,82,Male,6/20/2023,195,4.28,66.5,Fighting,Under Treatment,Partial,0,Jawa Barat,2,53239
1772,10,51,72,Female,11/10/2022,417,1.12,61.6,Egg,Under Treatment,Partial,5,Kalimantan Selatan,4,26932
1773,12,24,10,Female,6/9/2023,206,3.01,35.9,Egg,Under Treatment,None,0,Bali,7,91139
1774,11,69,75,Male,8/31/2023,123,2.01,50.2,Meat,Recovered,Partial,5,Jawa Barat,2,26354
1775,4,106,29,Female,2/24/2023,311,2.14,66.3,Meat,Recovered,Partial,1,Jawa Barat,2,96524
1776,10,163,46,Male,1/14/2022,717,2.22,61.9,Ornamental,Healthy,Complete,0,Lampung,1,100229
1777,1,106,71,Female,11/5/2022,422,4.38,59.6,Dual Purpose,Healthy,Complete,6,Jawa Timur,6,58916
1778,11,79,84,Male,2/12/2023,323,3.55,55.1,Egg,Minor Issues,Partial,0,Jawa Timur,8,138097
1779,8,4,46,Male,4/22/2023,254,2.39,32.3,Fighting,Recovered,None,0,Jawa Timur,5,93784
1780,8,119,3,Male,1/13/2022,718,2.21,47.6,Dual Purpose,Minor Issues,Partial,7,Bali,3,59123
1781,5,3,59,Female,11/22/2022,405,2.81,40.7,Egg,Healthy,None,0,Kalimantan Selatan,3,100168
1782,8,95,76,Male,2/16/2023,319,0.81,66.6,Egg,Under Treatment,Complete,0,Sumatera Utara,4,122277
1783,8,111,60,Male,5/19/2023,227,0.88,37.2,Ornamental,Recovered,Partial,0,Jawa Tengah,2,46438
1784,5,166,37,Female,10/26/2022,432,4.37,28.9,Egg,Healthy,Partial,4,Lampung,7,120226
1785,12,93,5,Male,5/19/2023,227,3.06,52.2,Egg,Recovered,Partial,1,Lampung,4,114956
1786,10,176,2,Female,5/3/2022,608,3.63,28,Ornamental,Minor Issues,Partial,0,Kalimantan Selatan,8,73701
1787,5,47,82,Male,3/19/2022,653,3.51,42.7,Dual Purpose,Under Treatment,None,1,DI Yogyakarta,8,78187
1788,15,66,16,Male,5/7/2023,239,1.21,45.1,Fighting,Healthy,Complete,6,Sulawesi Selatan,8,53372
1789,2,116,56,Female,2/14/2022,686,2.05,58.3,Dual Purpose,Under Treatment,Partial,5,Jawa Barat,4,116533
1790,7,42,52,Female,8/28/2023,126,2.86,35.8,Ornamental,Minor Issues,Partial,0,Jawa Barat,3,74502
1791,12,177,54,Female,1/27/2022,704,3.98,37.8,Fighting,Under Treatment,Partial,5,Jawa Timur,4,52447
1792,5,150,51,Male,8/23/2022,496,3.32,63,Ornamental,Recovered,Complete,7,Jawa Tengah,5,65988
1793,15,177,14,Female,3/17/2023,290,3,64.5,Dual Purpose,Recovered,Partial,3,Sumatera Utara,1,42844
1794,6,29,79,Male,7/23/2023,162,2.84,33.2,Dual Purpose,Healthy,None,4,Lampung,1,122972
1795,11,28,95,Female,8/24/2022,495,3.63,64.8,Egg,Minor Issues,Partial,0,Jawa Barat,8,124578
1796,1,157,23,Female,3/22/2023,285,1.6,32.1,Meat,Recovered,None,0,DI Yogyakarta,2,60959
1797,8,94,46,Male,8/2/2023,152,1.9,59.9,Meat,Healthy,Partial,0,Sulawesi Selatan,3,141806
1798,1,46,74,Female,8/21/2022,498,2.01,63,Ornamental,Under Treatment,None,0,DI Yogyakarta,4,47488
1799,10,81,51,Male,3/9/2023,298,1.79,47.9,Meat,Recovered,None,3,Jawa Timur,1,75844
1800,2,170,31,Male,9/4/2022,484,3.23,36.9,Dual Purpose,Healthy,None,2,DI Yogyakarta,3,31208
1801,2,143,79,Male,10/2/2022,456,1.69,30.8,Meat,Under Treatment,None,5,Jawa Tengah,8,52809
1802,7,101,98,Female,11/29/2022,398,2.08,58.7,Fighting,Minor Issues,Complete,4,Jawa Timur,7,67147
1803,4,126,2,Female,1/22/2022,709,1.45,40.1,Fighting,Minor Issues,Complete,1,Jawa Barat,3,33364
1804,4,38,48,Male,1/12/2022,719,1.52,39.8,Fighting,Recovered,Partial,0,DI Yogyakarta,2,106253
1805,7,142,38,Male,2/20/2023,315,3.47,52.6,Dual Purpose,Recovered,Partial,1,Sulawesi Selatan,6,43515
1806,13,139,37,Female,4/3/2023,273,4.35,53.8,Ornamental,Recovered,Complete,5,Lampung,7,91542
1807,1,146,96,Male,9/22/2023,101,3.44,43.8,Dual Purpose,Minor Issues,Complete,7,Sumatera Utara,1,58991
1808,3,28,51,Male,9/6/2023,117,2.27,43.6,Ornamental,Under Treatment,Complete,6,Lampung,5,99747
1809,4,95,71,Male,3/25/2022,647,4.24,37.4,Egg,Minor Issues,None,1,Lampung,3,36395
1810,12,178,45,Male,6/15/2023,200,1.72,53.8,Dual Purpose,Recovered,Partial,7,Jawa Barat,3,120625
1811,12,82,12,Male,9/22/2023,101,2.2,54.5,Ornamental,Healthy,Partial,0,Jawa Timur,8,79368
1812,4,67,99,Male,8/10/2023,144,1.93,37.8,Dual Purpose,Under Treatment,Partial,0,Kalimantan Selatan,3,139738
1813,1,17,83,Female,11/11/2022,416,4.4,68,Ornamental,Healthy,Complete,3,Sumatera Utara,1,116117
1814,14,26,20,Male,5/30/2023,216,2.63,54.3,Ornamental,Healthy,Partial,0,Bali,1,61421
1815,3,5,19,Female,12/30/2022,367,3.56,55.6,Egg,Healthy,Partial,0,Jawa Tengah,1,51517
1816,10,80,44,Female,7/19/2023,166,3.44,52,Fighting,Recovered,None,0,Jawa Barat,3,84157
1817,5,76,100,Female,6/18/2023,197,1.97,67.3,Egg,Under Treatment,None,0,Jawa Barat,8,62819
1818,3,134,99,Female,9/18/2023,105,1.28,48.8,Ornamental,Recovered,Complete,3,DI Yogyakarta,3,142417
1819,10,128,24,Female,3/9/2022,663,1.11,32.9,Egg,Under Treatment,Partial,6,Bali,8,107481
1820,4,101,98,Female,10/8/2022,450,2.28,45.2,Fighting,Under Treatment,Partial,0,Jawa Timur,4,51313
1821,5,120,20,Male,12/13/2022,384,1.35,50.5,Ornamental,Minor Issues,None,1,Jawa Tengah,8,90822
1822,1,5,51,Female,8/4/2023,150,1.4,50.7,Egg,Recovered,Complete,1,Jawa Barat,1,119918
1823,3,185,92,Female,1/16/2022,715,1.32,42.5,Dual Purpose,Minor Issues,None,6,Jawa Barat,5,99348
1824,9,177,29,Male,5/21/2022,590,1.38,50.8,Fighting,Minor Issues,Complete,0,Lampung,3,52472
1825,2,145,84,Female,3/20/2023,287,1.56,25.3,Ornamental,Healthy,None,0,Kalimantan Selatan,6,143229
1826,4,93,96,Female,1/22/2022,709,2.16,48.6,Fighting,Minor Issues,None,0,DI Yogyakarta,2,97771
1827,10,173,95,Male,9/28/2022,460,1.49,63.6,Dual Purpose,Recovered,Partial,4,Bali,2,142285
1828,9,181,67,Female,3/27/2022,645,4.06,58.8,Fighting,Minor Issues,Partial,2,Sumatera Utara,6,147517
1829,2,47,97,Male,11/8/2022,419,2.15,39.3,Dual Purpose,Under Treatment,None,0,Lampung,5,79347
1830,1,75,86,Male,6/6/2022,574,3.73,45.3,Egg,Healthy,Complete,0,Banten,3,127979
1831,8,81,79,Female,12/1/2023,31,2.18,31.2,Fighting,Minor Issues,None,0,DI Yogyakarta,2,64634
1832,12,40,35,Female,11/21/2022,406,3.77,37.3,Meat,Under Treatment,None,0,Jawa Barat,6,37630
1833,1,151,24,Female,7/27/2022,523,1.34,56.7,Meat,Healthy,None,0,Bali,2,141450
1834,12,92,77,Male,8/12/2023,142,1.79,54,Ornamental,Healthy,Complete,3,Jawa Timur,6,101441
1835,11,75,10,Male,9/27/2022,461,2.21,39.4,Ornamental,Recovered,Partial,0,Jawa Tengah,3,64550
1836,15,122,40,Female,12/8/2023,24,3.14,41,Fighting,Under Treatment,None,2,Kalimantan Selatan,8,45788
1837,1,63,70,Female,11/28/2023,34,3.74,32.6,Fighting,Under Treatment,Partial,6,Kalimantan Selatan,4,72174
1838,6,80,78,Male,5/10/2022,601,2.07,52.3,Ornamental,Recovered,Complete,7,Sumatera Utara,6,64382
1839,5,96,77,Male,3/21/2022,651,1.72,45.5,Fighting,Under Treatment,Partial,0,DI Yogyakarta,5,132948
1840,8,144,84,Male,4/13/2023,263,4.35,60.3,Fighting,Under Treatment,Partial,4,DI Yogyakarta,8,118881
1841,7,32,100,Female,1/27/2022,704,2.28,67,Meat,Under Treatment,None,0,Sumatera Utara,3,59894
1842,3,118,17,Female,10/6/2022,452,1.98,27,Dual Purpose,Under Treatment,Partial,0,DI Yogyakarta,1,76577
1843,2,72,59,Male,10/21/2022,437,4.06,36.7,Dual Purpose,Minor Issues,Partial,7,Jawa Barat,5,99828
1844,4,148,48,Male,10/7/2022,451,3.56,55.4,Meat,Healthy,None,3,Sumatera Utara,8,33789
1845,2,137,93,Male,3/25/2022,647,3.49,33.1,Egg,Under Treatment,None,5,Jawa Timur,8,38960
1846,12,149,78,Female,12/6/2022,391,2.19,37.3,Egg,Recovered,Complete,2,DI Yogyakarta,6,125672
1847,1,134,23,Female,12/28/2022,369,4.1,43.7,Fighting,Recovered,Partial,1,Jawa Tengah,2,104206
1848,12,197,59,Female,6/8/2022,572,3.86,46.9,Egg,Healthy,Partial,0,Bali,3,136709
1849,3,187,87,Male,4/20/2023,256,3.19,29.8,Meat,Under Treatment,None,0,DI Yogyakarta,2,58769
1850,5,61,24,Male,2/6/2022,694,4.38,46.1,Ornamental,Recovered,None,0,Jawa Timur,2,72709
1851,13,94,31,Male,9/27/2023,96,3.23,42.2,Egg,Recovered,None,5,Sulawesi Selatan,2,123243
1852,10,109,58,Female,5/1/2023,245,3.98,29.1,Ornamental,Healthy,Complete,4,Sulawesi Selatan,1,47175
1853,7,20,56,Male,8/15/2022,504,3.49,26.8,Fighting,Minor Issues,None,5,Jawa Timur,5,41008
1854,3,155,84,Male,8/20/2022,499,1.31,32.3,Dual Purpose,Under Treatment,None,7,Jawa Barat,8,37751
1855,6,131,16,Female,7/15/2022,535,3.24,52.9,Fighting,Healthy,Partial,0,Sumatera Utara,8,122643
1856,5,24,72,Male,12/6/2022,391,1.83,43.9,Dual Purpose,Healthy,Partial,7,Jawa Barat,7,109280
1857,15,130,4,Female,9/4/2023,119,2.34,47.2,Fighting,Healthy,Partial,0,Lampung,5,127809
1858,14,5,27,Male,8/14/2022,505,3.47,49.6,Egg,Minor Issues,Partial,0,Jawa Barat,3,36484
1859,3,147,62,Male,4/26/2022,615,2.67,36.4,Meat,Minor Issues,None,4,Jawa Barat,3,127410
1860,6,106,54,Male,9/12/2022,476,2.2,64.5,Dual Purpose,Under Treatment,None,0,Banten,4,88997
1861,9,166,66,Female,9/15/2022,473,4.03,43.3,Meat,Recovered,Partial,0,Sulawesi Selatan,1,119240
1862,1,192,38,Male,4/5/2023,271,4.03,34.3,Fighting,Recovered,None,0,Kalimantan Selatan,4,84712
1863,8,191,11,Female,8/8/2022,511,1.07,33.6,Egg,Minor Issues,Partial,0,DI Yogyakarta,4,26133
1864,3,2,54,Male,6/25/2022,555,1.18,26.2,Dual Purpose,Minor Issues,Partial,1,Jawa Tengah,5,127152
1865,13,97,13,Female,8/29/2022,490,3.58,48.6,Egg,Healthy,None,5,Lampung,6,64331
1866,12,150,90,Female,1/3/2023,363,2.86,65.2,Egg,Minor Issues,Complete,3,Sulawesi Selatan,3,89551
1867,14,35,97,Male,3/4/2023,303,2.72,45.3,Ornamental,Minor Issues,None,3,Lampung,8,65316
1868,7,193,14,Female,5/23/2022,588,3.49,65.7,Fighting,Under Treatment,None,0,DI Yogyakarta,3,80551
1869,9,195,68,Male,5/14/2022,597,3.36,37.5,Meat,Recovered,None,2,Jawa Barat,6,125803
1870,11,94,57,Female,6/7/2022,573,2.27,30.2,Ornamental,Under Treatment,Complete,0,Bali,6,27846
1871,4,179,31,Female,10/8/2023,85,4.17,36.1,Fighting,Minor Issues,None,6,Banten,1,114713
1872,14,13,84,Male,11/25/2022,402,3.4,34.9,Dual Purpose,Under Treatment,Complete,2,Jawa Tengah,4,88728
1873,13,93,47,Male,6/1/2023,214,3.14,31.1,Dual Purpose,Healthy,Partial,1,Sulawesi Selatan,6,63443
1874,12,165,22,Female,12/27/2022,370,4.35,36.6,Meat,Under Treatment,None,3,Jawa Barat,4,136225
1875,15,43,59,Female,10/18/2023,75,1.83,35.9,Meat,Minor Issues,Complete,3,Kalimantan Selatan,1,50824
1876,15,104,52,Male,12/24/2023,8,2.2,28.2,Ornamental,Minor Issues,Complete,5,Bali,1,31396
1877,15,10,56,Female,3/10/2022,662,3.3,38,Egg,Under Treatment,Partial,0,Jawa Barat,1,130915
1878,4,96,81,Male,8/28/2022,491,2.29,32.1,Dual Purpose,Recovered,Complete,6,Jawa Tengah,4,50758
1879,12,146,33,Female,4/3/2022,638,4.19,66.1,Dual Purpose,Under Treatment,Partial,0,Kalimantan Selatan,2,95361
1880,2,92,16,Female,9/19/2022,469,2.8,42.7,Egg,Recovered,Partial,7,Jawa Tengah,5,134242
1881,3,65,88,Male,11/6/2023,56,1.1,51.1,Ornamental,Under Treatment,None,0,Banten,1,27172
1882,12,29,56,Male,1/6/2023,360,2.09,64.6,Fighting,Recovered,None,0,Jawa Barat,7,36508
1883,8,3,10,Male,8/15/2022,504,2.75,38.5,Egg,Healthy,Partial,4,Jawa Tengah,4,148988
1884,11,178,63,Female,10/3/2022,455,1.47,59.1,Meat,Healthy,Complete,7,Kalimantan Selatan,6,90761
1885,15,28,77,Female,1/16/2022,715,4.45,49.7,Dual Purpose,Minor Issues,Partial,5,Lampung,5,119928
1886,14,81,8,Female,4/3/2022,638,1.88,44.1,Dual Purpose,Under Treatment,Partial,0,Jawa Timur,6,36728
1887,14,80,3,Female,1/13/2023,353,2.66,41.2,Fighting,Minor Issues,Complete,1,DI Yogyakarta,5,130587
1888,12,141,98,Female,7/12/2022,538,4.39,29.9,Ornamental,Minor Issues,None,0,Jawa Tengah,7,59624
1889,11,123,86,Male,12/8/2023,24,1.47,60.3,Dual Purpose,Minor Issues,Partial,0,Sulawesi Selatan,6,148488
1890,14,174,53,Male,11/8/2023,54,4.11,28.9,Fighting,Minor Issues,Partial,7,Sumatera Utara,6,81311
1891,4,23,41,Female,8/18/2023,136,1.16,62.8,Fighting,Minor Issues,Complete,7,Lampung,3,31230
1892,3,31,19,Female,5/15/2023,231,4.42,38.7,Fighting,Recovered,Complete,4,Kalimantan Selatan,6,28793
1893,10,190,89,Male,4/30/2023,246,3.91,41.9,Meat,Minor Issues,Partial,0,Bali,6,63833
1894,13,97,100,Female,2/10/2022,690,4.21,63.7,Ornamental,Recovered,Complete,0,Jawa Timur,8,133487
