market_name,fish_type,date,price_per_kg,supply_kg,demand_level
TPI Blanakan,Mackerel,2023-11-26,246051,651,Medium
TPI Blanakan,Mackerel,2023-12-03,149820,186,Low
TPI Blanakan,Mackerel,2023-12-10,55374,1316,Low
TPI Blanakan,Mackerel,2023-12-17,62707,1201,Medium
TPI Blanakan,Mackerel,2023-12-24,82562,389,Medium
TPI Blanakan,Mackerel,2023-12-31,144888,1759,Medium
TPI Blanakan,Sardine,2023-01-01,97288,1321,High
TPI Blanakan,Sardine,2023-01-08,197235,1697,Medium
TPI Blanakan,Sardine,2023-01-15,193314,820,Medium
TPI Blanakan,Sardine,2023-01-22,138447,759,Medium
TPI Blanakan,Sardine,2023-01-29,204245,1796,Medium
TPI Blanakan,Sardine,2023-02-05,41188,553,High
TPI Blanakan,Sardine,2023-02-12,206751,896,Low
TPI Blanakan,Sardine,2023-02-19,43565,1207,Medium
TPI Blanakan,Sardine,2023-02-26,216056,1617,High
TPI Blanakan,Sardine,2023-03-05,184031,1088,High
TPI Blanakan,Sardine,2023-03-12,102898,888,Medium
TPI Blanakan,Sardine,2023-03-19,254715,1820,High
TPI Blanakan,Sardine,2023-03-26,212689,1261,High
TPI Blanakan,Sardine,2023-04-02,115132,1814,Medium
TPI Blanakan,Sardine,2023-04-09,104323,1907,Low
TPI Blanakan,Sardine,2023-04-16,145945,478,High
TPI Blanakan,Sardine,2023-04-23,167025,1076,Medium
TPI Blanakan,Sardine,2023-04-30,82451,214,High
TPI Blanakan,Sardine,2023-05-07,32722,672,Low
TPI Blanakan,Sardine,2023-05-14,108938,914,High
TPI Blanakan,Sardine,2023-05-21,34662,598,Low
TPI Blanakan,Sardine,2023-05-28,43197,781,High
TPI Blanakan,Sardine,2023-06-04,70524,1296,High
TPI Blanakan,Sardine,2023-06-11,158359,329,Low
TPI Blanakan,Sardine,2023-06-18,100651,991,High
TPI Blanakan,Sardine,2023-06-25,72029,815,Low
TPI Blanakan,Sardine,2023-07-02,230572,1821,Low
TPI Blanakan,Sardine,2023-07-09,110803,468,Medium
TPI Blanakan,Sardine,2023-07-16,35639,1655,Medium
TPI Blanakan,Sardine,2023-07-23,249454,865,Medium
TPI Blanakan,Sardine,2023-07-30,172066,1788,Medium
TPI Blanakan,Sardine,2023-08-06,230135,1662,Low
TPI Blanakan,Sardine,2023-08-13,55724,1365,Low
TPI Blanakan,Sardine,2023-08-20,178389,959,Medium
TPI Blanakan,Sardine,2023-08-27,142991,1786,High
TPI Blanakan,Sardine,2023-09-03,218976,1651,Medium
TPI Blanakan,Sardine,2023-09-10,93592,1819,Medium
TPI Blanakan,Sardine,2023-09-17,176318,1387,Medium
TPI Blanakan,Sardine,2023-09-24,238503,1280,Low
TPI Blanakan,Sardine,2023-10-01,211982,1443,High
TPI Blanakan,Sardine,2023-10-08,240689,1072,High
TPI Blanakan,Sardine,2023-10-15,167941,1303,High
TPI Blanakan,Sardine,2023-10-22,116763,1586,High
TPI Blanakan,Sardine,2023-10-29,41432,1435,Medium
TPI Blanakan,Sardine,2023-11-05,210646,1013,Low
TPI Blanakan,Sardine,2023-11-12,96243,516,Low
TPI Blanakan,Sardine,2023-11-19,183917,1998,Medium
TPI Blanakan,Sardine,2023-11-26,98939,401,High
TPI Blanakan,Sardine,2023-12-03,141759,1059,Low
TPI Blanakan,Sardine,2023-12-10,254864,1534,Medium
TPI Blanakan,Sardine,2023-12-17,251881,1684,Low
TPI Blanakan,Sardine,2023-12-24,117566,1928,Medium
TPI Blanakan,Sardine,2023-12-31,145805,1584,High
TPI Blanakan,Snapper,2023-01-01,91829,1437,High
TPI Blanakan,Snapper,2023-01-08,37395,1592,Medium
TPI Blanakan,Snapper,2023-01-15,216632,376,Low
TPI Blanakan,Snapper,2023-01-22,90090,1292,High
TPI Blanakan,Snapper,2023-01-29,245111,435,Medium
TPI Blanakan,Snapper,2023-02-05,233165,1427,Medium
TPI Blanakan,Snapper,2023-02-12,232076,1508,Low
TPI Blanakan,Snapper,2023-02-19,104059,1597,Medium
TPI Blanakan,Snapper,2023-02-26,248813,651,Low
TPI Blanakan,Snapper,2023-03-05,62372,938,High
TPI Blanakan,Snapper,2023-03-12,213593,187,High
TPI Blanakan,Snapper,2023-03-19,174120,859,High
TPI Blanakan,Snapper,2023-03-26,108504,894,Low
TPI Blanakan,Snapper,2023-04-02,86036,1518,Low
TPI Blanakan,Snapper,2023-04-09,121251,1700,Medium
TPI Blanakan,Snapper,2023-04-16,221294,1185,High
TPI Blanakan,Snapper,2023-04-23,123757,1774,High
TPI Blanakan,Snapper,2023-04-30,51443,1303,Medium
TPI Blanakan,Snapper,2023-05-07,82446,1460,High
TPI Blanakan,Snapper,2023-05-14,49263,1713,Low
TPI Blanakan,Snapper,2023-05-21,118613,238,Medium
TPI Blanakan,Snapper,2023-05-28,67170,458,Medium
TPI Blanakan,Snapper,2023-06-04,134317,1734,Low
TPI Blanakan,Snapper,2023-06-11,156793,506,Low
TPI Blanakan,Snapper,2023-06-18,197868,1420,Medium
TPI Blanakan,Snapper,2023-06-25,244831,1240,Low
TPI Blanakan,Snapper,2023-07-02,159739,252,High
TPI Blanakan,Snapper,2023-07-09,129955,1961,Low
TPI Blanakan,Snapper,2023-07-16,143845,516,High
TPI Blanakan,Snapper,2023-07-23,97142,568,High
TPI Blanakan,Snapper,2023-07-30,139889,1422,Low
TPI Blanakan,Snapper,2023-08-06,141475,166,Low
TPI Blanakan,Snapper,2023-08-13,65673,600,Low
TPI Blanakan,Snapper,2023-08-20,115298,853,Medium
TPI Blanakan,Snapper,2023-08-27,166004,1558,High
TPI Blanakan,Snapper,2023-09-03,148167,1239,High
TPI Blanakan,Snapper,2023-09-10,43568,434,Low
TPI Blanakan,Snapper,2023-09-17,64577,1049,Low
TPI Blanakan,Snapper,2023-09-24,92893,1553,High
TPI Blanakan,Snapper,2023-10-01,59865,278,Low
TPI Blanakan,Snapper,2023-10-08,245321,524,Medium
TPI Blanakan,Snapper,2023-10-15,98312,1543,Medium
TPI Blanakan,Snapper,2023-10-22,163078,444,Medium
TPI Blanakan,Snapper,2023-10-29,150416,890,High
TPI Blanakan,Snapper,2023-11-05,161262,987,High
TPI Blanakan,Snapper,2023-11-12,246137,1803,Low
TPI Blanakan,Snapper,2023-11-19,220597,1179,Low
TPI Blanakan,Snapper,2023-11-26,43123,751,High
TPI Blanakan,Snapper,2023-12-03,128751,326,Medium
TPI Blanakan,Snapper,2023-12-10,148926,423,Low
TPI Blanakan,Snapper,2023-12-17,202215,785,High
TPI Blanakan,Snapper,2023-12-24,72921,423,Medium
TPI Blanakan,Snapper,2023-12-31,228798,955,High
TPI Blanakan,Grouper,2023-01-01,73798,1365,High
TPI Blanakan,Grouper,2023-01-08,137315,1113,High
TPI Blanakan,Grouper,2023-01-15,87808,564,High
TPI Blanakan,Grouper,2023-01-22,250691,1985,Low
TPI Blanakan,Grouper,2023-01-29,121047,1178,Medium
TPI Blanakan,Grouper,2023-02-05,205618,1172,Low
TPI Blanakan,Grouper,2023-02-12,105813,218,Low
TPI Blanakan,Grouper,2023-02-19,174915,914,High
TPI Blanakan,Grouper,2023-02-26,65592,778,Medium
TPI Blanakan,Grouper,2023-03-05,89273,1825,Medium
TPI Blanakan,Grouper,2023-03-12,31139,1138,Medium
TPI Blanakan,Grouper,2023-03-19,123201,1875,Low
TPI Blanakan,Grouper,2023-03-26,58704,1194,Medium
TPI Blanakan,Grouper,2023-04-02,51834,819,Medium
TPI Blanakan,Grouper,2023-04-09,235999,1370,High
TPI Blanakan,Grouper,2023-04-16,116790,1133,Low
TPI Blanakan,Grouper,2023-04-23,147033,1470,High
TPI Blanakan,Grouper,2023-04-30,144280,1526,Low
TPI Blanakan,Grouper,2023-05-07,101500,1813,Low
TPI Blanakan,Grouper,2023-05-14,230879,535,Low
TPI Blanakan,Grouper,2023-05-21,256844,1288,High
TPI Blanakan,Grouper,2023-05-28,96708,594,High
TPI Blanakan,Grouper,2023-06-04,222488,519,Medium
TPI Blanakan,Grouper,2023-06-11,131171,1044,Low
TPI Blanakan,Grouper,2023-06-18,212764,1379,Medium
TPI Blanakan,Grouper,2023-06-25,172931,1910,Medium
TPI Blanakan,Grouper,2023-07-02,69914,295,Medium
TPI Blanakan,Grouper,2023-07-09,243214,389,Medium
TPI Blanakan,Grouper,2023-07-16,133824,1906,Low
TPI Blanakan,Grouper,2023-07-23,178605,961,High
TPI Blanakan,Grouper,2023-07-30,148930,565,Medium
TPI Blanakan,Grouper,2023-08-06,176621,639,Medium
TPI Blanakan,Grouper,2023-08-13,146776,163,High
TPI Blanakan,Grouper,2023-08-20,104111,925,Medium
TPI Blanakan,Grouper,2023-08-27,245042,820,Medium
TPI Blanakan,Grouper,2023-09-03,114673,828,High
TPI Blanakan,Grouper,2023-09-10,63225,1054,Medium
TPI Blanakan,Grouper,2023-09-17,38225,1879,Medium
TPI Blanakan,Grouper,2023-09-24,155232,163,Medium
TPI Blanakan,Grouper,2023-10-01,149340,982,Low
TPI Blanakan,Grouper,2023-10-08,139252,1490,Low
TPI Blanakan,Grouper,2023-10-15,156071,1702,Medium
TPI Blanakan,Grouper,2023-10-22,152017,600,Medium
TPI Blanakan,Grouper,2023-10-29,53313,1395,Medium
TPI Blanakan,Grouper,2023-11-05,38527,546,High
TPI Blanakan,Grouper,2023-11-12,240703,1795,High
TPI Blanakan,Grouper,2023-11-19,180760,707,Medium
TPI Blanakan,Grouper,2023-11-26,166301,1229,Low
TPI Blanakan,Grouper,2023-12-03,158372,1089,Low
TPI Blanakan,Grouper,2023-12-10,47789,930,High
TPI Blanakan,Grouper,2023-12-17,251533,1733,Low
TPI Blanakan,Grouper,2023-12-24,255375,437,Low
TPI Blanakan,Grouper,2023-12-31,41154,462,Low
TPI Blanakan,Barramundi,2023-01-01,236587,1176,Low
TPI Blanakan,Barramundi,2023-01-08,54385,1952,Medium
TPI Blanakan,Barramundi,2023-01-15,69992,1104,Low
TPI Blanakan,Barramundi,2023-01-22,99287,1427,Medium
TPI Blanakan,Barramundi,2023-01-29,163981,1430,Low
TPI Blanakan,Barramundi,2023-02-05,48145,850,Low
TPI Blanakan,Barramundi,2023-02-12,225858,826,Medium
TPI Blanakan,Barramundi,2023-02-19,217555,1967,Low
TPI Blanakan,Barramundi,2023-02-26,131265,1620,High
TPI Blanakan,Barramundi,2023-03-05,73983,1497,Medium
TPI Blanakan,Barramundi,2023-03-12,163559,958,Low
TPI Blanakan,Barramundi,2023-03-19,224310,312,Low
TPI Blanakan,Barramundi,2023-03-26,99612,699,Low
TPI Blanakan,Barramundi,2023-04-02,75326,1109,High
TPI Blanakan,Barramundi,2023-04-09,52446,1499,High
TPI Blanakan,Barramundi,2023-04-16,124253,334,Low
TPI Blanakan,Barramundi,2023-04-23,189007,882,Low
TPI Blanakan,Barramundi,2023-04-30,140022,966,Medium
TPI Blanakan,Barramundi,2023-05-07,103355,1114,Medium
TPI Blanakan,Barramundi,2023-05-14,253615,113,High
TPI Blanakan,Barramundi,2023-05-21,217616,871,Medium
TPI Blanakan,Barramundi,2023-05-28,192543,1717,Low
TPI Blanakan,Barramundi,2023-06-04,126487,786,Medium
TPI Blanakan,Barramundi,2023-06-11,42892,505,Low
TPI Blanakan,Barramundi,2023-06-18,155892,1312,High
TPI Blanakan,Barramundi,2023-06-25,71205,484,Medium
TPI Blanakan,Barramundi,2023-07-02,81203,775,High
TPI Blanakan,Barramundi,2023-07-09,202345,423,Low
TPI Blanakan,Barramundi,2023-07-16,184648,1490,High
TPI Blanakan,Barramundi,2023-07-23,214426,683,High
TPI Blanakan,Barramundi,2023-07-30,70175,1883,Low
TPI Blanakan,Barramundi,2023-08-06,78053,609,Low
TPI Blanakan,Barramundi,2023-08-13,211685,1089,High
TPI Blanakan,Barramundi,2023-08-20,217048,1009,Medium
TPI Blanakan,Barramundi,2023-08-27,76719,1220,Medium
TPI Blanakan,Barramundi,2023-09-03,105295,1132,Medium
TPI Blanakan,Barramundi,2023-09-10,125180,1238,High
TPI Blanakan,Barramundi,2023-09-17,119931,1335,Low
TPI Blanakan,Barramundi,2023-09-24,56987,1736,Medium
TPI Blanakan,Barramundi,2023-10-01,221289,1903,Medium
TPI Blanakan,Barramundi,2023-10-08,87425,1443,Low
TPI Blanakan,Barramundi,2023-10-15,246081,691,Low
TPI Blanakan,Barramundi,2023-10-22,243730,1778,High
TPI Blanakan,Barramundi,2023-10-29,215212,1069,Medium
TPI Blanakan,Barramundi,2023-11-05,115591,948,Low
TPI Blanakan,Barramundi,2023-11-12,38911,296,Low
TPI Blanakan,Barramundi,2023-11-19,184750,1403,High
TPI Blanakan,Barramundi,2023-11-26,110863,846,Low
TPI Blanakan,Barramundi,2023-12-03,233046,1358,Low
TPI Blanakan,Barramundi,2023-12-10,96832,1887,Low
TPI Blanakan,Barramundi,2023-12-17,70615,873,Low
TPI Blanakan,Barramundi,2023-12-24,133677,676,High
TPI Blanakan,Barramundi,2023-12-31,70835,410,Low
TPI Blanakan,Cod,2023-01-01,130804,138,High
TPI Blanakan,Cod,2023-01-08,177324,976,Medium
TPI Blanakan,Cod,2023-01-15,225815,543,Medium
TPI Blanakan,Cod,2023-01-22,193148,1364,Medium
TPI Blanakan,Cod,2023-01-29,229430,1554,Low
TPI Blanakan,Cod,2023-02-05,37590,1064,High
TPI Blanakan,Cod,2023-02-12,155468,869,Medium
TPI Blanakan,Cod,2023-02-19,91616,1148,Medium
TPI Blanakan,Cod,2023-02-26,140043,487,Medium
TPI Blanakan,Cod,2023-03-05,239082,1181,Low
TPI Blanakan,Cod,2023-03-12,226866,1880,High
TPI Blanakan,Cod,2023-03-19,137038,108,High
TPI Blanakan,Cod,2023-03-26,176895,1473,Low
TPI Blanakan,Cod,2023-04-02,206716,190,Medium
TPI Blanakan,Cod,2023-04-09,206140,339,Low
TPI Blanakan,Cod,2023-04-16,44733,851,Low
TPI Blanakan,Cod,2023-04-23,210272,742,Medium
TPI Blanakan,Cod,2023-04-30,213175,1255,Medium
TPI Blanakan,Cod,2023-05-07,80299,955,Low
TPI Blanakan,Cod,2023-05-14,169783,519,Medium
TPI Blanakan,Cod,2023-05-21,167000,1577,High
TPI Blanakan,Cod,2023-05-28,241607,438,Medium
TPI Blanakan,Cod,2023-06-04,126272,454,Low
TPI Blanakan,Cod,2023-06-11,128219,448,Medium
TPI Blanakan,Cod,2023-06-18,66099,1458,High
TPI Blanakan,Cod,2023-06-25,228909,1078,Low
TPI Blanakan,Cod,2023-07-02,239852,319,Medium
TPI Blanakan,Cod,2023-07-09,102304,1417,Medium
TPI Blanakan,Cod,2023-07-16,77262,1261,High
TPI Blanakan,Cod,2023-07-23,100995,1761,High
TPI Blanakan,Cod,2023-07-30,201069,1525,Medium
TPI Blanakan,Cod,2023-08-06,153665,1122,Medium
TPI Blanakan,Cod,2023-08-13,106472,663,High
TPI Blanakan,Cod,2023-08-20,71109,1403,High
TPI Blanakan,Cod,2023-08-27,159352,1138,Low
TPI Blanakan,Cod,2023-09-03,111713,1422,Medium
TPI Blanakan,Cod,2023-09-10,115108,1089,Low
TPI Blanakan,Cod,2023-09-17,224857,478,Medium
TPI Blanakan,Cod,2023-09-24,165977,1631,Low
TPI Blanakan,Cod,2023-10-01,226660,1719,Medium
TPI Blanakan,Cod,2023-10-08,127806,1750,High
TPI Blanakan,Cod,2023-10-15,199753,524,Medium
TPI Blanakan,Cod,2023-10-22,179317,1224,High
TPI Blanakan,Cod,2023-10-29,63563,1409,Medium
TPI Blanakan,Cod,2023-11-05,175405,667,High
TPI Blanakan,Cod,2023-11-12,141357,1413,High
TPI Blanakan,Cod,2023-11-19,42869,747,Low
TPI Blanakan,Cod,2023-11-26,192816,216,Low
TPI Blanakan,Cod,2023-12-03,132127,1044,High
TPI Blanakan,Cod,2023-12-10,109657,448,Medium
TPI Blanakan,Cod,2023-12-17,137905,461,Medium
TPI Blanakan,Cod,2023-12-24,112833,1218,Low
TPI Blanakan,Cod,2023-12-31,186380,796,Medium
TPI Blanakan,Mahi-mahi,2023-01-01,124732,196,Low
TPI Blanakan,Mahi-mahi,2023-01-08,233990,296,Low
TPI Blanakan,Mahi-mahi,2023-01-15,124700,1985,Low
TPI Blanakan,Mahi-mahi,2023-01-22,61275,1442,High
TPI Blanakan,Mahi-mahi,2023-01-29,145615,1649,Low
TPI Blanakan,Mahi-mahi,2023-02-05,116047,1356,Low
TPI Blanakan,Mahi-mahi,2023-02-12,239900,1336,Low
TPI Blanakan,Mahi-mahi,2023-02-19,129192,1200,Low
TPI Blanakan,Mahi-mahi,2023-02-26,161151,1127,Medium
TPI Blanakan,Mahi-mahi,2023-03-05,162412,1067,Low
TPI Blanakan,Mahi-mahi,2023-03-12,235986,530,Medium
TPI Blanakan,Mahi-mahi,2023-03-19,70831,1130,Medium
TPI Blanakan,Mahi-mahi,2023-03-26,71225,1164,High
TPI Blanakan,Mahi-mahi,2023-04-02,61437,1197,Medium
TPI Blanakan,Mahi-mahi,2023-04-09,249597,194,High
TPI Blanakan,Mahi-mahi,2023-04-16,174868,1007,High
TPI Blanakan,Mahi-mahi,2023-04-23,117003,1338,Low
TPI Blanakan,Mahi-mahi,2023-04-30,65354,1799,High
TPI Blanakan,Mahi-mahi,2023-05-07,34589,1465,Medium
TPI Blanakan,Mahi-mahi,2023-05-14,116628,297,Low
TPI Blanakan,Mahi-mahi,2023-05-21,188762,1127,Medium
TPI Blanakan,Mahi-mahi,2023-05-28,104075,485,Medium
TPI Blanakan,Mahi-mahi,2023-06-04,241087,724,High
TPI Blanakan,Mahi-mahi,2023-06-11,114217,1097,Low
TPI Blanakan,Mahi-mahi,2023-06-18,185533,1480,High
TPI Blanakan,Mahi-mahi,2023-06-25,161920,272,High
TPI Blanakan,Mahi-mahi,2023-07-02,216697,1859,High
TPI Blanakan,Mahi-mahi,2023-07-09,138525,1676,Medium
TPI Blanakan,Mahi-mahi,2023-07-16,230136,1531,High
TPI Blanakan,Mahi-mahi,2023-07-23,88930,1945,Low
TPI Blanakan,Mahi-mahi,2023-07-30,216627,1097,Medium
TPI Blanakan,Mahi-mahi,2023-08-06,128760,813,High
TPI Blanakan,Mahi-mahi,2023-08-13,130977,1562,Low
TPI Blanakan,Mahi-mahi,2023-08-20,124707,569,Medium
TPI Blanakan,Mahi-mahi,2023-08-27,223822,361,Low
TPI Blanakan,Mahi-mahi,2023-09-03,97316,1373,High
TPI Blanakan,Mahi-mahi,2023-09-10,61361,415,Low
TPI Blanakan,Mahi-mahi,2023-09-17,198765,1657,Medium
TPI Blanakan,Mahi-mahi,2023-09-24,171182,1521,High
TPI Blanakan,Mahi-mahi,2023-10-01,240818,166,Medium
TPI Blanakan,Mahi-mahi,2023-10-08,29159,1407,Low
TPI Blanakan,Mahi-mahi,2023-10-15,41675,378,Medium
TPI Blanakan,Mahi-mahi,2023-10-22,94911,908,Medium
TPI Blanakan,Mahi-mahi,2023-10-29,81327,1240,Low
TPI Blanakan,Mahi-mahi,2023-11-05,127478,1350,High
TPI Blanakan,Mahi-mahi,2023-11-12,136174,1496,Low
TPI Blanakan,Mahi-mahi,2023-11-19,41829,1143,High
TPI Blanakan,Mahi-mahi,2023-11-26,30870,343,High
TPI Blanakan,Mahi-mahi,2023-12-03,179071,999,Low
TPI Blanakan,Mahi-mahi,2023-12-10,75274,1418,High
TPI Blanakan,Mahi-mahi,2023-12-17,138347,622,Medium
TPI Blanakan,Mahi-mahi,2023-12-24,223627,218,High
TPI Blanakan,Mahi-mahi,2023-12-31,231109,759,High
TPI Blanakan,Swordfish,2023-01-01,38716,1511,Low
TPI Blanakan,Swordfish,2023-01-08,185799,1258,High
TPI Blanakan,Swordfish,2023-01-15,161543,211,High
TPI Blanakan,Swordfish,2023-01-22,76181,1452,Medium
TPI Blanakan,Swordfish,2023-01-29,174275,1241,Low
TPI Blanakan,Swordfish,2023-02-05,241693,1288,Medium
TPI Blanakan,Swordfish,2023-02-12,78407,429,Low
TPI Blanakan,Swordfish,2023-02-19,198391,1683,Medium
TPI Blanakan,Swordfish,2023-02-26,209839,1365,High
TPI Blanakan,Swordfish,2023-03-05,173556,430,Medium
TPI Blanakan,Swordfish,2023-03-12,128422,1610,Low
TPI Blanakan,Swordfish,2023-03-19,169597,1602,Low
TPI Blanakan,Swordfish,2023-03-26,113386,990,High
TPI Blanakan,Swordfish,2023-04-02,130219,849,Medium
TPI Blanakan,Swordfish,2023-04-09,154892,188,Medium
TPI Blanakan,Swordfish,2023-04-16,191821,693,High
TPI Blanakan,Swordfish,2023-04-23,223588,684,Medium
TPI Blanakan,Swordfish,2023-04-30,78868,1591,High
TPI Blanakan,Swordfish,2023-05-07,231091,723,Low
TPI Blanakan,Swordfish,2023-05-14,235553,1174,Medium
TPI Blanakan,Swordfish,2023-05-21,93161,1455,Low
TPI Blanakan,Swordfish,2023-05-28,99563,1870,Medium
TPI Blanakan,Swordfish,2023-06-04,36945,164,High
TPI Blanakan,Swordfish,2023-06-11,172673,1760,Medium
TPI Blanakan,Swordfish,2023-06-18,100933,402,High
TPI Blanakan,Swordfish,2023-06-25,67347,719,Medium
TPI Blanakan,Swordfish,2023-07-02,188143,1897,High
TPI Blanakan,Swordfish,2023-07-09,51187,1254,Low
TPI Blanakan,Swordfish,2023-07-16,45829,1234,High
TPI Blanakan,Swordfish,2023-07-23,214118,1755,Medium
TPI Blanakan,Swordfish,2023-07-30,98316,923,Medium
TPI Blanakan,Swordfish,2023-08-06,186685,155,High
TPI Blanakan,Swordfish,2023-08-13,182335,810,High
TPI Blanakan,Swordfish,2023-08-20,90872,1069,Low
TPI Blanakan,Swordfish,2023-08-27,169860,1177,Low
TPI Blanakan,Swordfish,2023-09-03,80205,878,High
TPI Blanakan,Swordfish,2023-09-10,138698,1189,Medium
TPI Blanakan,Swordfish,2023-09-17,94856,659,Low
TPI Blanakan,Swordfish,2023-09-24,169734,231,Medium
TPI Blanakan,Swordfish,2023-10-01,244465,282,Medium
TPI Blanakan,Swordfish,2023-10-08,235059,654,High
TPI Blanakan,Swordfish,2023-10-15,109520,852,Medium
TPI Blanakan,Swordfish,2023-10-22,157660,222,High
TPI Blanakan,Swordfish,2023-10-29,103065,342,High
TPI Blanakan,Swordfish,2023-11-05,73626,1476,Medium
TPI Blanakan,Swordfish,2023-11-12,68590,857,High
TPI Blanakan,Swordfish,2023-11-19,70008,1818,Medium
TPI Blanakan,Swordfish,2023-11-26,89787,156,High
TPI Blanakan,Swordfish,2023-12-03,61482,1876,Low
TPI Blanakan,Swordfish,2023-12-10,55647,212,High
TPI Blanakan,Swordfish,2023-12-17,195886,1103,Medium
TPI Blanakan,Swordfish,2023-12-24,68334,534,High
TPI Blanakan,Swordfish,2023-12-31,118012,152,Medium
TPI Blanakan,Halibut,2023-01-01,138219,902,High
TPI Blanakan,Halibut,2023-01-08,82418,674,Low
TPI Blanakan,Halibut,2023-01-15,188500,1162,Low
TPI Blanakan,Halibut,2023-01-22,151508,661,Low
TPI Blanakan,Halibut,2023-01-29,50678,1343,Medium
TPI Blanakan,Halibut,2023-02-05,117431,583,Low
TPI Blanakan,Halibut,2023-02-12,230394,1122,Low
TPI Blanakan,Halibut,2023-02-19,28375,629,High
TPI Blanakan,Halibut,2023-02-26,210575,1782,Medium
TPI Blanakan,Halibut,2023-03-05,222907,1130,Low
TPI Blanakan,Halibut,2023-03-12,170568,560,Medium
TPI Blanakan,Halibut,2023-03-19,37336,1345,Low
TPI Blanakan,Halibut,2023-03-26,233080,1024,Medium
TPI Blanakan,Halibut,2023-04-02,227049,336,Medium
TPI Blanakan,Halibut,2023-04-09,175992,943,High
TPI Blanakan,Halibut,2023-04-16,123845,201,High
TPI Blanakan,Halibut,2023-04-23,48695,686,Low
TPI Blanakan,Halibut,2023-04-30,122986,1099,High
TPI Blanakan,Halibut,2023-05-07,78876,367,High
TPI Blanakan,Halibut,2023-05-14,215304,1612,High
TPI Blanakan,Halibut,2023-05-21,125692,414,High
TPI Blanakan,Halibut,2023-05-28,136600,889,Low
TPI Blanakan,Halibut,2023-06-04,126041,264,Medium
TPI Blanakan,Halibut,2023-06-11,101125,966,High
TPI Blanakan,Halibut,2023-06-18,42943,1565,Low
TPI Blanakan,Halibut,2023-06-25,60366,814,Medium
TPI Blanakan,Halibut,2023-07-02,64588,1087,High
TPI Blanakan,Halibut,2023-07-09,101659,1541,High
TPI Blanakan,Halibut,2023-07-16,210019,1327,High
TPI Blanakan,Halibut,2023-07-23,90095,1555,Low
TPI Blanakan,Halibut,2023-07-30,56605,1250,High
TPI Blanakan,Halibut,2023-08-06,45010,1063,Medium
TPI Blanakan,Halibut,2023-08-13,118893,733,High
TPI Blanakan,Halibut,2023-08-20,167594,1365,High
TPI Blanakan,Halibut,2023-08-27,60729,176,Low
TPI Blanakan,Halibut,2023-09-03,43201,351,Medium
TPI Blanakan,Halibut,2023-09-10,210729,1410,High
TPI Blanakan,Halibut,2023-09-17,80850,162,Low
TPI Blanakan,Halibut,2023-09-24,122074,1729,Medium
TPI Blanakan,Halibut,2023-10-01,119646,951,Medium
TPI Blanakan,Halibut,2023-10-08,187792,295,High
TPI Blanakan,Halibut,2023-10-15,244792,196,High
TPI Blanakan,Halibut,2023-10-22,107060,521,Low
TPI Blanakan,Halibut,2023-10-29,86522,314,Low
TPI Blanakan,Halibut,2023-11-05,110459,1588,High
TPI Blanakan,Halibut,2023-11-12,93607,1452,Low
TPI Blanakan,Halibut,2023-11-19,233561,784,Medium
TPI Blanakan,Halibut,2023-11-26,213810,472,High
TPI Blanakan,Halibut,2023-12-03,146825,1309,Medium
TPI Blanakan,Halibut,2023-12-10,245244,1917,Low
TPI Blanakan,Halibut,2023-12-17,129305,741,High
TPI Blanakan,Halibut,2023-12-24,71104,1206,Low
TPI Blanakan,Halibut,2023-12-31,185380,891,Medium
TPI Blanakan,Sea Bass,2023-01-01,35967,2000,Medium
TPI Blanakan,Sea Bass,2023-01-08,235389,738,Low
TPI Blanakan,Sea Bass,2023-01-15,44997,1163,Low
TPI Blanakan,Sea Bass,2023-01-22,211540,509,High
TPI Blanakan,Sea Bass,2023-01-29,50974,888,Low
TPI Blanakan,Sea Bass,2023-02-05,229456,1863,High
TPI Blanakan,Sea Bass,2023-02-12,252326,1036,High
TPI Blanakan,Sea Bass,2023-02-19,178099,836,Medium
TPI Blanakan,Sea Bass,2023-02-26,132745,1745,Low
TPI Blanakan,Sea Bass,2023-03-05,83938,1924,High
TPI Blanakan,Sea Bass,2023-03-12,249865,1921,Medium
TPI Blanakan,Sea Bass,2023-03-19,101788,1362,Low
TPI Blanakan,Sea Bass,2023-03-26,136721,787,Medium
TPI Blanakan,Sea Bass,2023-04-02,247213,1359,Low
